typL,liczbaL,typS,liczbS,typP,liczbaP,typWrogaL,liczbaWrogaL,typWrogaS,liczbWrogaS,typWrogaP,liczbaWrogaP,wygrana
piechurzy,347,piechurzy,178,piechurzy,28,konnica,386,artylerzysci,84,konnica,23,0
piechurzy,262,piechurzy,40,artylerzysci,73,konnica,432,konnica,61,konnica,2,0
konnica,122,artylerzysci,82,konnica,78,konnica,417,piechurzy,73,artylerzysci,43,0
konnica,51,piechurzy,64,artylerzysci,138,artylerzysci,146,konnica,266,artylerzysci,9,0
artylerzysci,222,konnica,183,konnica,1,konnica,41,piechurzy,256,piechurzy,106,1
piechurzy,3,artylerzysci,186,konnica,149,piechurzy,367,piechurzy,154,piechurzy,192,1
artylerzysci,197,piechurzy,70,piechurzy,109,artylerzysci,26,artylerzysci,159,konnica,82,1
konnica,350,piechurzy,1,konnica,1,piechurzy,224,artylerzysci,103,piechurzy,255,1
artylerzysci,236,konnica,115,konnica,41,artylerzysci,423,piechurzy,48,konnica,24,0
konnica,126,piechurzy,104,artylerzysci,123,artylerzysci,332,konnica,13,konnica,36,0
piechurzy,345,artylerzysci,171,konnica,46,artylerzysci,407,piechurzy,56,artylerzysci,10,0
artylerzysci,128,konnica,218,konnica,13,artylerzysci,500,piechurzy,21,konnica,110,0
artylerzysci,337,piechurzy,33,artylerzysci,69,piechurzy,75,konnica,86,piechurzy,176,1
artylerzysci,246,piechurzy,67,piechurzy,133,konnica,6,artylerzysci,142,artylerzysci,318,0
artylerzysci,299,artylerzysci,37,piechurzy,3,artylerzysci,317,piechurzy,228,piechurzy,131,0
artylerzysci,284,konnica,84,konnica,52,konnica,311,piechurzy,12,artylerzysci,166,0
konnica,48,piechurzy,274,konnica,2,konnica,41,piechurzy,225,piechurzy,90,0
artylerzysci,316,konnica,7,artylerzysci,18,artylerzysci,331,konnica,237,konnica,16,0
artylerzysci,177,artylerzysci,111,piechurzy,34,artylerzysci,142,konnica,207,piechurzy,1,0
piechurzy,72,konnica,54,konnica,184,artylerzysci,359,konnica,183,piechurzy,3,1
konnica,351,konnica,2,konnica,2,artylerzysci,22,piechurzy,67,piechurzy,263,1
piechurzy,143,artylerzysci,198,artylerzysci,64,konnica,392,piechurzy,34,artylerzysci,17,0
artylerzysci,294,artylerzysci,96,konnica,19,konnica,82,artylerzysci,169,artylerzysci,222,0
konnica,257,piechurzy,75,piechurzy,35,artylerzysci,321,artylerzysci,200,artylerzysci,95,0
konnica,330,konnica,2,konnica,15,artylerzysci,255,konnica,131,artylerzysci,177,1
artylerzysci,267,artylerzysci,132,piechurzy,22,piechurzy,105,artylerzysci,435,piechurzy,30,1
artylerzysci,222,piechurzy,68,artylerzysci,70,konnica,402,artylerzysci,43,piechurzy,40,0
piechurzy,34,artylerzysci,135,artylerzysci,41,konnica,345,piechurzy,113,piechurzy,38,0
artylerzysci,236,konnica,83,artylerzysci,8,konnica,416,artylerzysci,1,konnica,57,0
konnica,212,artylerzysci,48,konnica,4,artylerzysci,276,konnica,241,konnica,29,0
artylerzysci,154,konnica,213,artylerzysci,12,artylerzysci,213,piechurzy,228,artylerzysci,26,1
konnica,303,artylerzysci,15,konnica,30,artylerzysci,263,konnica,178,konnica,17,1
artylerzysci,160,piechurzy,32,piechurzy,134,piechurzy,217,artylerzysci,358,konnica,35,0
piechurzy,298,konnica,125,piechurzy,1,artylerzysci,305,artylerzysci,145,konnica,164,0
artylerzysci,238,piechurzy,87,piechurzy,80,artylerzysci,190,artylerzysci,336,konnica,20,0
konnica,184,konnica,89,konnica,59,artylerzysci,84,piechurzy,15,artylerzysci,67,1
artylerzysci,205,konnica,143,artylerzysci,22,konnica,158,konnica,208,artylerzysci,89,0
konnica,70,konnica,170,konnica,83,konnica,367,piechurzy,124,artylerzysci,26,0
piechurzy,106,konnica,262,piechurzy,8,piechurzy,411,piechurzy,91,piechurzy,24,1
konnica,13,konnica,206,artylerzysci,28,piechurzy,262,piechurzy,28,konnica,245,0
artylerzysci,74,artylerzysci,195,artylerzysci,140,konnica,43,artylerzysci,47,artylerzysci,48,1
konnica,94,piechurzy,186,konnica,22,artylerzysci,19,artylerzysci,405,piechurzy,66,0
artylerzysci,186,piechurzy,52,konnica,33,piechurzy,167,konnica,137,piechurzy,15,1
konnica,66,artylerzysci,267,piechurzy,61,konnica,2,artylerzysci,49,konnica,351,0
konnica,76,konnica,40,artylerzysci,141,piechurzy,194,artylerzysci,162,konnica,25,0
piechurzy,165,piechurzy,2,artylerzysci,142,artylerzysci,224,artylerzysci,40,konnica,136,0
artylerzysci,158,piechurzy,109,artylerzysci,80,konnica,380,artylerzysci,75,konnica,64,0
piechurzy,42,konnica,192,konnica,42,piechurzy,219,konnica,72,piechurzy,108,0
artylerzysci,143,artylerzysci,34,konnica,38,artylerzysci,129,artylerzysci,65,artylerzysci,226,0
konnica,258,artylerzysci,39,konnica,45,piechurzy,166,konnica,247,artylerzysci,156,1
piechurzy,242,konnica,115,piechurzy,93,artylerzysci,401,artylerzysci,171,piechurzy,28,0
piechurzy,68,konnica,276,piechurzy,26,artylerzysci,192,konnica,261,konnica,78,0
konnica,66,artylerzysci,176,konnica,136,artylerzysci,427,konnica,140,artylerzysci,12,0
artylerzysci,302,piechurzy,13,piechurzy,41,konnica,373,artylerzysci,29,konnica,54,0
artylerzysci,116,piechurzy,240,konnica,6,artylerzysci,317,artylerzysci,263,piechurzy,61,0
piechurzy,287,konnica,78,piechurzy,113,piechurzy,420,konnica,240,piechurzy,16,0
artylerzysci,11,konnica,99,artylerzysci,101,konnica,248,piechurzy,38,artylerzysci,174,0
artylerzysci,141,piechurzy,138,konnica,95,piechurzy,284,artylerzysci,71,piechurzy,283,0
piechurzy,312,artylerzysci,176,artylerzysci,53,artylerzysci,310,konnica,181,piechurzy,4,0
piechurzy,233,konnica,132,konnica,25,konnica,452,konnica,2,piechurzy,22,0
piechurzy,188,artylerzysci,13,piechurzy,92,konnica,324,piechurzy,106,konnica,21,0
konnica,15,konnica,296,artylerzysci,8,artylerzysci,14,konnica,202,artylerzysci,78,1
piechurzy,202,artylerzysci,67,piechurzy,127,konnica,143,artylerzysci,274,artylerzysci,135,0
artylerzysci,84,piechurzy,74,piechurzy,191,piechurzy,120,artylerzysci,438,piechurzy,33,0
artylerzysci,324,artylerzysci,25,piechurzy,24,piechurzy,485,piechurzy,14,piechurzy,252,1
artylerzysci,157,konnica,154,artylerzysci,14,piechurzy,260,piechurzy,97,piechurzy,301,0
konnica,162,piechurzy,146,konnica,26,konnica,18,artylerzysci,42,konnica,136,1
konnica,182,artylerzysci,80,konnica,8,piechurzy,260,piechurzy,70,artylerzysci,296,0
konnica,192,piechurzy,38,piechurzy,25,artylerzysci,117,artylerzysci,255,piechurzy,32,0
artylerzysci,130,piechurzy,95,artylerzysci,19,piechurzy,444,konnica,214,piechurzy,50,0
piechurzy,170,konnica,203,konnica,4,piechurzy,130,konnica,349,konnica,57,0
artylerzysci,213,piechurzy,47,konnica,24,artylerzysci,32,piechurzy,460,piechurzy,174,0
artylerzysci,92,konnica,112,konnica,101,piechurzy,180,artylerzysci,151,artylerzysci,156,1
artylerzysci,63,konnica,106,artylerzysci,42,artylerzysci,273,konnica,48,piechurzy,29,0
artylerzysci,10,artylerzysci,97,artylerzysci,170,piechurzy,169,konnica,283,artylerzysci,93,0
konnica,117,artylerzysci,39,artylerzysci,160,konnica,225,piechurzy,201,piechurzy,139,1
konnica,247,konnica,82,artylerzysci,22,artylerzysci,386,konnica,83,piechurzy,2,1
piechurzy,283,artylerzysci,128,piechurzy,69,piechurzy,267,piechurzy,85,piechurzy,101,1
konnica,319,konnica,17,piechurzy,3,konnica,36,artylerzysci,63,piechurzy,189,1
artylerzysci,49,artylerzysci,19,artylerzysci,288,piechurzy,438,piechurzy,32,konnica,26,1
piechurzy,210,artylerzysci,24,konnica,182,piechurzy,33,artylerzysci,332,piechurzy,206,1
piechurzy,208,konnica,174,piechurzy,41,konnica,37,piechurzy,269,artylerzysci,249,0
artylerzysci,135,piechurzy,34,artylerzysci,61,konnica,156,piechurzy,341,artylerzysci,139,0
artylerzysci,248,artylerzysci,40,konnica,67,piechurzy,335,artylerzysci,76,konnica,19,1
piechurzy,15,artylerzysci,129,artylerzysci,3,konnica,390,piechurzy,107,piechurzy,14,0
konnica,1,piechurzy,93,artylerzysci,41,artylerzysci,16,konnica,361,konnica,70,0
piechurzy,263,piechurzy,56,piechurzy,53,konnica,308,piechurzy,101,artylerzysci,52,0
konnica,179,artylerzysci,9,artylerzysci,153,konnica,104,konnica,308,piechurzy,75,1
piechurzy,93,piechurzy,138,piechurzy,145,piechurzy,268,piechurzy,264,artylerzysci,135,0
piechurzy,278,artylerzysci,155,piechurzy,20,konnica,184,piechurzy,131,konnica,127,0
piechurzy,143,piechurzy,10,piechurzy,5,piechurzy,256,piechurzy,314,konnica,156,0
piechurzy,189,piechurzy,132,artylerzysci,58,konnica,316,artylerzysci,29,piechurzy,149,0
piechurzy,297,piechurzy,19,piechurzy,177,piechurzy,178,piechurzy,173,piechurzy,320,0
artylerzysci,101,artylerzysci,32,artylerzysci,54,konnica,310,piechurzy,145,konnica,25,0
konnica,135,artylerzysci,146,artylerzysci,42,artylerzysci,218,konnica,106,konnica,216,0
artylerzysci,296,konnica,14,piechurzy,67,konnica,296,artylerzysci,197,piechurzy,30,0
piechurzy,16,konnica,298,piechurzy,31,konnica,5,piechurzy,76,artylerzysci,413,0
piechurzy,126,artylerzysci,266,piechurzy,62,konnica,361,konnica,104,konnica,33,0
artylerzysci,196,konnica,170,konnica,5,artylerzysci,1,piechurzy,54,konnica,293,0
artylerzysci,82,konnica,187,artylerzysci,71,artylerzysci,238,piechurzy,191,piechurzy,53,0
artylerzysci,61,konnica,212,piechurzy,31,konnica,252,piechurzy,70,piechurzy,57,0
piechurzy,136,piechurzy,23,piechurzy,162,artylerzysci,17,piechurzy,256,piechurzy,361,0
piechurzy,8,konnica,257,konnica,47,konnica,116,piechurzy,106,konnica,72,1
artylerzysci,255,konnica,39,artylerzysci,42,piechurzy,149,piechurzy,423,piechurzy,194,1
konnica,171,piechurzy,180,konnica,49,konnica,242,artylerzysci,67,piechurzy,191,0
artylerzysci,231,artylerzysci,125,artylerzysci,76,artylerzysci,395,konnica,125,konnica,45,0
konnica,132,artylerzysci,220,konnica,31,artylerzysci,385,konnica,185,artylerzysci,13,0
piechurzy,1,artylerzysci,25,piechurzy,323,artylerzysci,250,artylerzysci,234,artylerzysci,71,0
piechurzy,325,konnica,115,artylerzysci,48,konnica,493,piechurzy,1,piechurzy,2,0
piechurzy,122,piechurzy,290,konnica,31,piechurzy,129,piechurzy,194,artylerzysci,286,0
konnica,30,konnica,91,konnica,166,konnica,327,artylerzysci,87,piechurzy,33,1
konnica,270,piechurzy,4,konnica,64,konnica,102,piechurzy,249,konnica,62,1
konnica,227,piechurzy,122,artylerzysci,36,konnica,322,konnica,169,piechurzy,6,0
konnica,216,konnica,114,artylerzysci,19,artylerzysci,430,konnica,154,artylerzysci,3,0
konnica,276,piechurzy,9,piechurzy,53,piechurzy,283,piechurzy,243,konnica,81,1
piechurzy,181,piechurzy,134,piechurzy,182,piechurzy,438,artylerzysci,234,piechurzy,48,0
piechurzy,35,konnica,2,piechurzy,119,piechurzy,85,piechurzy,24,piechurzy,280,0
piechurzy,14,artylerzysci,120,artylerzysci,23,artylerzysci,291,piechurzy,59,artylerzysci,99,0
piechurzy,20,artylerzysci,234,artylerzysci,5,piechurzy,199,piechurzy,160,piechurzy,87,0
artylerzysci,137,artylerzysci,85,piechurzy,53,piechurzy,484,artylerzysci,67,konnica,165,0
piechurzy,26,artylerzysci,318,artylerzysci,68,konnica,402,artylerzysci,28,konnica,48,0
piechurzy,112,piechurzy,212,artylerzysci,138,artylerzysci,332,piechurzy,8,piechurzy,174,0
konnica,317,artylerzysci,12,piechurzy,2,piechurzy,428,konnica,75,piechurzy,36,1
konnica,68,artylerzysci,274,piechurzy,49,piechurzy,409,konnica,137,artylerzysci,41,0
artylerzysci,98,konnica,246,konnica,16,artylerzysci,313,piechurzy,180,konnica,1,0
artylerzysci,195,piechurzy,178,artylerzysci,97,konnica,486,konnica,13,konnica,2,0
artylerzysci,66,piechurzy,80,konnica,24,artylerzysci,157,piechurzy,3,konnica,336,0
artylerzysci,45,piechurzy,125,konnica,182,piechurzy,30,artylerzysci,144,piechurzy,22,1
konnica,279,artylerzysci,31,piechurzy,23,artylerzysci,349,artylerzysci,162,artylerzysci,43,0
piechurzy,261,piechurzy,105,konnica,27,artylerzysci,390,konnica,173,piechurzy,1,0
konnica,268,artylerzysci,80,konnica,13,konnica,402,piechurzy,39,artylerzysci,57,0
konnica,59,konnica,69,konnica,75,konnica,100,artylerzysci,232,artylerzysci,101,0
konnica,40,piechurzy,207,konnica,139,artylerzysci,314,artylerzysci,129,artylerzysci,53,0
artylerzysci,91,konnica,186,konnica,50,piechurzy,446,artylerzysci,26,konnica,184,0
konnica,104,konnica,27,piechurzy,188,konnica,489,artylerzysci,7,konnica,7,0
konnica,182,konnica,7,artylerzysci,131,artylerzysci,280,artylerzysci,106,artylerzysci,6,1
konnica,20,konnica,224,konnica,77,konnica,63,piechurzy,53,artylerzysci,340,0
artylerzysci,29,artylerzysci,126,artylerzysci,139,konnica,450,artylerzysci,51,artylerzysci,7,0
konnica,222,piechurzy,77,konnica,77,piechurzy,130,artylerzysci,343,piechurzy,108,1
piechurzy,103,piechurzy,237,konnica,23,piechurzy,496,artylerzysci,60,piechurzy,10,0
artylerzysci,219,konnica,111,artylerzysci,75,artylerzysci,309,piechurzy,251,piechurzy,72,0
artylerzysci,286,konnica,77,artylerzysci,25,piechurzy,131,artylerzysci,346,piechurzy,142,1
artylerzysci,52,piechurzy,6,konnica,298,konnica,22,artylerzysci,332,piechurzy,171,1
artylerzysci,184,artylerzysci,140,konnica,36,artylerzysci,376,piechurzy,59,artylerzysci,174,0
piechurzy,36,piechurzy,98,konnica,249,konnica,41,piechurzy,418,artylerzysci,225,0
piechurzy,31,artylerzysci,252,artylerzysci,113,artylerzysci,214,artylerzysci,128,konnica,84,0
artylerzysci,103,artylerzysci,165,artylerzysci,109,konnica,181,artylerzysci,205,piechurzy,58,0
artylerzysci,254,artylerzysci,135,artylerzysci,38,artylerzysci,39,piechurzy,122,piechurzy,326,1
piechurzy,240,artylerzysci,147,piechurzy,38,piechurzy,379,konnica,179,konnica,93,0
konnica,171,konnica,24,piechurzy,7,piechurzy,403,artylerzysci,244,piechurzy,75,0
artylerzysci,45,piechurzy,17,artylerzysci,10,artylerzysci,499,artylerzysci,11,konnica,80,0
artylerzysci,186,piechurzy,181,konnica,35,artylerzysci,144,konnica,290,piechurzy,72,0
konnica,176,konnica,29,konnica,92,artylerzysci,2,piechurzy,104,artylerzysci,278,1
artylerzysci,197,piechurzy,19,konnica,174,konnica,218,konnica,171,piechurzy,101,1
piechurzy,141,artylerzysci,208,konnica,23,piechurzy,300,konnica,125,artylerzysci,111,0
artylerzysci,298,piechurzy,103,artylerzysci,49,artylerzysci,321,piechurzy,177,piechurzy,116,0
konnica,19,konnica,157,piechurzy,160,konnica,146,piechurzy,247,artylerzysci,51,0
konnica,87,artylerzysci,51,konnica,3,konnica,176,artylerzysci,139,konnica,80,0
artylerzysci,249,piechurzy,1,konnica,69,artylerzysci,280,piechurzy,279,piechurzy,127,0
konnica,235,konnica,20,konnica,60,piechurzy,442,piechurzy,273,artylerzysci,77,0
piechurzy,251,piechurzy,115,konnica,113,konnica,135,artylerzysci,215,artylerzysci,66,0
artylerzysci,341,artylerzysci,69,konnica,43,artylerzysci,241,piechurzy,161,piechurzy,104,1
artylerzysci,242,artylerzysci,66,artylerzysci,36,konnica,390,artylerzysci,23,artylerzysci,19,0
artylerzysci,176,piechurzy,121,artylerzysci,94,artylerzysci,232,artylerzysci,315,konnica,36,0
piechurzy,133,konnica,274,konnica,8,konnica,71,piechurzy,277,piechurzy,168,1
konnica,281,konnica,8,piechurzy,30,artylerzysci,159,konnica,161,artylerzysci,61,1
piechurzy,95,piechurzy,289,artylerzysci,143,konnica,359,konnica,104,konnica,36,0
artylerzysci,72,artylerzysci,37,konnica,197,piechurzy,299,artylerzysci,318,konnica,113,0
konnica,82,konnica,110,piechurzy,24,artylerzysci,431,piechurzy,104,konnica,110,0
konnica,71,piechurzy,269,konnica,63,konnica,114,piechurzy,191,piechurzy,104,1
konnica,310,konnica,19,artylerzysci,3,konnica,151,piechurzy,68,piechurzy,58,1
piechurzy,165,piechurzy,173,piechurzy,134,artylerzysci,272,artylerzysci,123,artylerzysci,81,0
artylerzysci,222,konnica,163,piechurzy,9,piechurzy,115,piechurzy,384,konnica,182,1
artylerzysci,303,piechurzy,11,konnica,108,konnica,264,piechurzy,43,artylerzysci,154,0
konnica,31,piechurzy,24,artylerzysci,90,artylerzysci,114,konnica,6,piechurzy,207,0
artylerzysci,206,artylerzysci,144,piechurzy,45,artylerzysci,288,piechurzy,33,piechurzy,90,0
konnica,137,piechurzy,26,konnica,67,piechurzy,151,artylerzysci,156,artylerzysci,295,0
konnica,264,konnica,7,konnica,69,konnica,494,artylerzysci,4,piechurzy,1,0
piechurzy,211,konnica,226,artylerzysci,5,piechurzy,444,artylerzysci,143,piechurzy,118,0
artylerzysci,163,artylerzysci,184,konnica,55,piechurzy,113,konnica,264,piechurzy,44,1
konnica,295,piechurzy,9,piechurzy,27,konnica,118,artylerzysci,108,piechurzy,250,0
konnica,113,konnica,50,piechurzy,3,piechurzy,499,piechurzy,86,konnica,94,0
artylerzysci,166,konnica,81,artylerzysci,14,artylerzysci,223,konnica,10,konnica,166,0
artylerzysci,73,konnica,75,konnica,168,piechurzy,185,artylerzysci,93,piechurzy,66,1
konnica,338,piechurzy,10,konnica,6,piechurzy,454,artylerzysci,85,artylerzysci,13,1
konnica,183,konnica,53,piechurzy,85,konnica,466,artylerzysci,5,piechurzy,25,0
konnica,133,piechurzy,193,artylerzysci,22,konnica,45,artylerzysci,129,artylerzysci,29,1
piechurzy,157,konnica,111,konnica,11,artylerzysci,155,piechurzy,123,konnica,226,0
artylerzysci,302,artylerzysci,110,konnica,22,konnica,241,piechurzy,96,piechurzy,142,0
konnica,118,konnica,136,konnica,48,konnica,84,artylerzysci,312,piechurzy,10,1
konnica,161,konnica,15,konnica,118,konnica,141,konnica,54,konnica,281,0
konnica,334,artylerzysci,1,piechurzy,13,konnica,381,konnica,97,konnica,1,0
piechurzy,251,piechurzy,10,artylerzysci,134,konnica,405,piechurzy,43,konnica,8,0
konnica,324,konnica,17,artylerzysci,4,piechurzy,319,konnica,269,piechurzy,53,1
konnica,28,artylerzysci,200,piechurzy,83,piechurzy,47,piechurzy,354,artylerzysci,123,0
konnica,230,artylerzysci,106,piechurzy,10,piechurzy,399,konnica,98,konnica,160,0
konnica,125,piechurzy,123,piechurzy,128,konnica,394,konnica,83,piechurzy,12,0
artylerzysci,83,piechurzy,161,konnica,189,konnica,382,artylerzysci,24,artylerzysci,101,0
konnica,282,piechurzy,13,artylerzysci,58,konnica,433,konnica,3,konnica,23,0
artylerzysci,31,konnica,226,konnica,34,piechurzy,276,konnica,325,piechurzy,12,0
piechurzy,115,konnica,271,konnica,10,piechurzy,352,artylerzysci,71,artylerzysci,30,1
konnica,205,artylerzysci,82,piechurzy,80,artylerzysci,391,konnica,154,artylerzysci,13,0
piechurzy,171,artylerzysci,120,artylerzysci,138,artylerzysci,392,piechurzy,145,konnica,54,0
artylerzysci,195,artylerzysci,101,piechurzy,58,piechurzy,45,piechurzy,458,artylerzysci,63,1
artylerzysci,178,piechurzy,35,konnica,84,artylerzysci,336,konnica,62,konnica,83,0
konnica,140,piechurzy,77,konnica,162,konnica,14,piechurzy,34,artylerzysci,242,1
piechurzy,107,piechurzy,63,piechurzy,243,piechurzy,285,konnica,157,artylerzysci,103,0
konnica,343,artylerzysci,4,konnica,2,konnica,143,konnica,18,piechurzy,116,1
piechurzy,326,artylerzysci,101,konnica,28,artylerzysci,363,konnica,27,artylerzysci,90,0
artylerzysci,99,konnica,89,piechurzy,181,artylerzysci,426,piechurzy,93,konnica,4,0
piechurzy,152,piechurzy,123,artylerzysci,87,konnica,88,piechurzy,399,artylerzysci,194,0
artylerzysci,299,piechurzy,101,artylerzysci,31,piechurzy,439,konnica,247,artylerzysci,33,1
piechurzy,164,piechurzy,192,konnica,138,artylerzysci,8,piechurzy,416,konnica,89,0
artylerzysci,111,artylerzysci,145,artylerzysci,110,artylerzysci,423,piechurzy,98,piechurzy,40,0
piechurzy,233,piechurzy,212,artylerzysci,27,artylerzysci,383,piechurzy,208,konnica,20,0
konnica,34,piechurzy,82,konnica,112,piechurzy,108,konnica,247,artylerzysci,20,0
piechurzy,212,konnica,191,konnica,46,piechurzy,162,konnica,332,piechurzy,66,0
konnica,341,artylerzysci,4,artylerzysci,2,piechurzy,263,konnica,237,piechurzy,83,1
artylerzysci,33,konnica,294,artylerzysci,6,piechurzy,474,konnica,92,piechurzy,44,0
piechurzy,265,konnica,43,konnica,124,konnica,392,piechurzy,61,artylerzysci,20,0
artylerzysci,66,artylerzysci,259,piechurzy,86,piechurzy,103,konnica,137,konnica,10,1
konnica,267,piechurzy,32,piechurzy,43,piechurzy,469,piechurzy,258,konnica,24,0
konnica,258,artylerzysci,61,artylerzysci,37,piechurzy,474,konnica,57,piechurzy,140,1
artylerzysci,251,konnica,52,artylerzysci,60,artylerzysci,343,piechurzy,26,piechurzy,47,0
artylerzysci,257,artylerzysci,83,piechurzy,67,artylerzysci,116,artylerzysci,57,piechurzy,287,1
piechurzy,101,konnica,155,konnica,115,konnica,430,piechurzy,42,konnica,23,0
artylerzysci,40,artylerzysci,186,konnica,145,artylerzysci,45,piechurzy,15,konnica,247,1
artylerzysci,248,piechurzy,63,piechurzy,58,konnica,193,artylerzysci,168,piechurzy,98,0
konnica,202,konnica,90,konnica,8,artylerzysci,287,piechurzy,178,konnica,122,0
artylerzysci,123,konnica,83,piechurzy,38,artylerzysci,382,artylerzysci,91,piechurzy,90,0
artylerzysci,230,konnica,158,artylerzysci,9,piechurzy,467,piechurzy,137,artylerzysci,154,0
konnica,142,artylerzysci,205,piechurzy,42,piechurzy,205,artylerzysci,110,piechurzy,43,1
piechurzy,77,piechurzy,150,artylerzysci,125,konnica,330,konnica,11,konnica,74,0
konnica,114,artylerzysci,162,piechurzy,1,artylerzysci,285,artylerzysci,276,konnica,79,0
piechurzy,274,artylerzysci,190,piechurzy,54,piechurzy,116,konnica,57,konnica,99,1
artylerzysci,142,piechurzy,106,piechurzy,148,konnica,476,piechurzy,14,piechurzy,18,0
piechurzy,244,konnica,146,artylerzysci,15,piechurzy,156,konnica,15,artylerzysci,392,0
artylerzysci,87,konnica,65,konnica,154,piechurzy,337,konnica,156,piechurzy,41,1
artylerzysci,287,artylerzysci,136,konnica,9,konnica,372,piechurzy,63,piechurzy,55,0
artylerzysci,211,piechurzy,94,konnica,137,konnica,275,artylerzysci,108,piechurzy,51,0
konnica,348,konnica,2,piechurzy,1,konnica,354,artylerzysci,102,konnica,70,0
piechurzy,53,piechurzy,267,konnica,151,piechurzy,157,artylerzysci,351,piechurzy,121,0
piechurzy,54,konnica,114,piechurzy,143,artylerzysci,273,artylerzysci,47,artylerzysci,46,0
artylerzysci,24,piechurzy,175,artylerzysci,233,konnica,414,piechurzy,24,konnica,16,0
piechurzy,255,artylerzysci,33,konnica,123,piechurzy,399,artylerzysci,22,artylerzysci,258,0
konnica,204,artylerzysci,64,konnica,4,konnica,371,piechurzy,90,piechurzy,77,0
artylerzysci,286,konnica,22,konnica,66,piechurzy,425,piechurzy,253,konnica,109,0
artylerzysci,310,piechurzy,13,piechurzy,92,konnica,227,artylerzysci,197,konnica,47,0
piechurzy,265,artylerzysci,126,konnica,28,piechurzy,292,konnica,3,artylerzysci,110,1
artylerzysci,231,artylerzysci,154,artylerzysci,53,konnica,113,artylerzysci,331,artylerzysci,92,0
konnica,118,konnica,230,konnica,2,artylerzysci,209,konnica,228,artylerzysci,56,0
piechurzy,54,artylerzysci,45,piechurzy,10,konnica,292,artylerzysci,178,konnica,47,0
artylerzysci,88,piechurzy,79,artylerzysci,58,piechurzy,368,artylerzysci,189,artylerzysci,149,0
piechurzy,275,artylerzysci,192,konnica,67,piechurzy,189,piechurzy,176,artylerzysci,119,1
piechurzy,241,artylerzysci,167,artylerzysci,36,konnica,462,artylerzysci,36,artylerzysci,6,0
piechurzy,295,piechurzy,74,piechurzy,13,konnica,348,artylerzysci,71,piechurzy,54,0
konnica,263,konnica,4,konnica,10,piechurzy,235,konnica,376,konnica,1,1
piechurzy,340,piechurzy,164,konnica,94,artylerzysci,97,piechurzy,349,konnica,175,0
konnica,297,piechurzy,8,piechurzy,2,konnica,465,konnica,3,konnica,34,0
konnica,34,konnica,182,piechurzy,108,piechurzy,7,piechurzy,294,piechurzy,117,1
piechurzy,292,konnica,29,artylerzysci,23,piechurzy,183,piechurzy,364,artylerzysci,42,0
konnica,273,artylerzysci,47,konnica,19,konnica,381,konnica,69,artylerzysci,3,0
konnica,334,konnica,14,piechurzy,3,piechurzy,48,artylerzysci,82,artylerzysci,178,1
konnica,110,piechurzy,204,konnica,139,konnica,260,piechurzy,130,artylerzysci,146,0
konnica,47,artylerzysci,75,konnica,192,piechurzy,464,piechurzy,22,konnica,24,1
artylerzysci,116,piechurzy,10,konnica,187,piechurzy,154,artylerzysci,306,artylerzysci,22,1
piechurzy,181,piechurzy,22,konnica,101,konnica,254,piechurzy,82,artylerzysci,142,0
artylerzysci,32,artylerzysci,238,piechurzy,71,piechurzy,485,konnica,113,konnica,62,0
